Id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
227,100000,1,3,2,30,0,0,0,0,0,0,92218,78066,77240,87919,75386,69410,3435,4608,25140,2566,2375,4621
228,20000,2,2,1,28,-1,-1,0,0,0,0,1424,10094,15018,15991,18442,18827,10094,10000,1549,3000,790,1000
229,20000,2,2,2,23,0,0,0,0,-1,2,16641,17969,18635,-1542,19909,19417,1602,1268,0,21451,0,652
230,340000,1,1,2,29,0,0,0,0,0,0,191426,190339,148694,150872,149218,152598,8200,6500,6000,6000,6000,5000
231,360000,1,2,1,40,-1,-1,2,-1,-1,-1,1473,3125,1473,1473,1473,1473,3125,0,1473,1473,1473,1473
232,100000,2,2,2,31,2,2,2,2,2,2,41052,42081,41131,43637,42635,45440,2000,0,3500,0,3500,2000
233,30000,1,2,3,43,2,2,2,2,2,2,14870,16327,16762,17182,17760,17327,2000,1000,1000,1000,0,1000
234,20000,2,2,2,27,0,0,-1,2,2,2,17304,0,26373,26644,26079,27941,0,26373,1000,0,2300,1200
235,220000,2,2,1,52,-1,-1,-2,-2,-2,-2,20208,5183,3627,2963,2256,-119,5209,3649,2977,2267,0,0
236,30000,1,2,1,40,2,2,2,0,0,0,20801,23534,22875,24155,23739,22124,3400,0,2000,1500,900,1038
237,60000,2,3,1,48,0,0,0,0,0,0,49890,51060,52236,54362,55458,56767,2000,2000,3000,2000,2200,2500
238,360000,2,1,1,31,-2,-2,-2,-1,0,-1,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105
239,180000,2,2,2,44,-1,-1,-1,-1,2,-1,3481,757,9877,4383,3482,4479,761,9962,3485,2,4479,5392
240,210000,1,1,2,27,0,0,0,0,0,0,36017,32205,29104,29447,12411,5555,3015,3004,3058,1000,5000,4002
241,30000,1,3,1,54,0,0,0,0,0,2,13693,14757,15815,16788,17787,17363,1600,1600,1540,1580,0,700
242,150000,1,1,2,33,0,0,0,0,0,-2,26739,32939,34300,35100,-1200,-1200,7000,2500,1000,0,0,0
243,80000,2,1,2,30,3,2,0,0,0,0,82523,80586,80783,75115,49420,50677,0,4000,3000,1800,2000,2000
244,50000,2,2,2,33,1,2,2,0,0,0,49617,50352,49243,49819,19324,20103,1813,0,2169,702,1101,529
245,330000,2,2,1,37,-2,-2,-2,-2,-2,-2,2148,0,3080,3119,0,7255,0,3080,3119,0,7255,9060
246,50000,2,3,1,53,2,2,2,2,2,2,40926,43236,45250,46003,44193,44838,3000,3000,1800,0,1500,2300
247,80000,2,2,1,37,0,0,0,0,0,0,39839,40596,41914,42618,43525,44433,1700,1996,1700,1745,1800,2500
248,100000,2,3,2,46,1,-1,2,2,-1,0,0,203,203,0,7856,16544,203,0,0,7856,10000,865
249,260000,2,3,1,38,-1,-1,-1,-1,-1,-1,1973,1973,1973,6746,1973,1973,1973,1973,6746,1973,1973,3733
250,350000,1,3,1,44,-1,-1,-1,-1,-1,-1,266692,3551,33112,2341,63698,38355,3569,33276,2353,64017,38546,435
251,20000,2,2,1,40,0,0,0,0,-1,-1,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371
252,50000,2,3,2,22,0,0,0,0,0,0,36926,52845,52148,32718,32096,30563,20007,3014,1309,5009,2008,4622
253,120000,2,1,2,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
254,60000,2,2,1,32,2,2,2,2,2,2,20524,21584,22437,22771,23099,23583,1700,1500,1000,1000,1000,0
255,50000,1,3,1,65,1,2,2,2,2,2,11763,11283,13288,12780,13522,13155,0,2200,0,1100,0,1200
256,60000,2,2,1,40,2,0,0,0,0,0,60211,55996,54178,44518,28636,28957,3000,2000,2000,3000,1300,1100
257,300000,2,1,2,38,1,3,2,0,0,-1,10361,9692,3772,1919,316,2360,0,3,0,0,2360,0
258,310000,1,1,1,34,-1,-1,-2,-1,-1,0,493,-7,-7,500,736,739,0,0,507,736,3,797
259,100000,2,2,1,40,2,2,2,2,2,2,44421,45504,46157,46900,47999,49057,2100,1700,1800,2000,2000,2000
260,20000,1,3,2,24,1,3,2,0,0,3,14665,14146,13634,14401,16257,15713,0,0,1300,2101,0,0
261,390000,2,1,1,64,1,-2,-2,-2,-2,-1,0,0,0,0,0,8668,0,0,0,0,8668,4490
262,50000,2,1,2,52,2,0,0,0,-2,-1,6379,3257,4166,0,0,318,1091,1000,0,0,318,0
263,450000,2,6,1,51,-1,-1,-1,-1,-1,-1,144396,150396,396,396,396,546,6396,396,396,396,546,396
264,240000,2,2,2,28,-2,-2,-2,-2,-2,-2,1154,1154,0,1954,0,0,1154,0,1954,0,0,0
265,200000,2,2,1,34,-1,0,0,0,0,0,7271,9133,10972,12757,13069,13334,2000,2000,2003,1008,2029,1000
266,200000,1,1,2,33,-1,-1,-1,-1,-1,-1,1201,0,973,0,161,1174,0,973,0,161,1174,598
267,10000,1,2,2,36,0,0,2,0,0,-1,7393,9400,7226,5733,5755,1600,2329,0,1007,2200,1600,3883
268,200000,2,3,1,52,1,2,2,0,0,0,203385,192055,164665,155614,145920,104728,5891,0,6100,5792,4240,2900
269,80000,2,3,1,31,0,0,2,0,0,0,56195,60067,58535,59730,61236,70617,4808,0,2169,2500,10400,0
270,310000,2,2,2,27,-1,-1,-1,-1,0,-1,1261,1261,1261,1651,390,390,1261,1261,1651,0,390,390
271,50000,1,3,1,47,1,3,2,0,0,-1,4759,4540,4284,2946,1473,1473,0,0,0,0,1473,1473
272,280000,2,2,1,27,-2,-2,-2,-2,-2,-2,747,0,5737,922,107,980,0,5737,922,107,980,648
273,450000,2,1,3,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
274,360000,2,2,2,54,0,0,0,0,0,0,217936,202845,177252,165622,167824,156851,8880,7992,5627,5554,5456,5445
275,30000,2,3,1,44,-1,-1,2,0,0,0,1072,5122,4440,4050,3660,3660,4440,0,0,0,0,0
276,20000,2,3,1,39,2,3,2,2,3,2,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000
277,130000,2,2,2,23,0,0,0,0,0,0,44930,40688,40880,37851,37816,39849,6000,6000,4000,10000,5000,8002
278,50000,1,2,2,30,0,0,0,0,0,0,22459,48535,49350,26499,21071,18713,26499,2248,1332,544,713,3703
279,20000,2,3,3,44,0,0,2,2,0,0,18126,20771,20434,19874,19546,0,3599,1200,1000,400,0,0
280,340000,2,2,1,40,0,0,0,0,0,0,244451,230907,228760,229404,161551,164936,10000,10000,7100,5800,5915,6100
281,70000,2,2,2,24,0,-1,0,0,0,-1,7033,1602,28199,28980,29795,27091,1954,28000,1250,1496,29251,1000
282,50000,1,2,1,46,0,0,0,-1,0,0,3656,4400,0,1704,3715,-105,1000,0,1704,2011,0,1649
283,50000,2,2,1,37,0,0,0,0,0,-2,29969,17791,12592,5022,780,390,1281,1099,1009,10000,0,17458
284,30000,1,2,2,25,0,0,0,0,0,0,6122,7160,8185,9286,9483,9780,1300,1300,1400,500,600,600
285,160000,2,1,1,58,-2,-2,-2,-2,-2,-2,749,3883,3584,1830,390,390,3894,3594,2246,390,390,390
286,360000,2,1,1,56,0,-1,-1,-2,-2,-1,60206,7690,0,0,0,6232,7690,0,0,0,6232,158
287,80000,2,2,2,30,-1,-1,0,-1,0,0,4161,1819,6845,1813,8362,-783,2000,6689,1817,8100,0,4000
288,50000,2,2,2,24,0,0,0,0,0,-2,2568,3589,4608,4919,0,0,1070,1089,1000,0,0,0
289,180000,2,2,1,53,-2,-2,-2,-2,-2,-2,0,533,2329,1778,2510,184,533,2329,1778,2514,184,1103
290,50000,1,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
291,240000,1,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
292,270000,2,1,2,32,0,0,0,0,0,-1,25343,40414,39956,39827,9456,386,20000,5000,5000,1000,386,0
293,70000,2,1,2,22,0,0,0,0,0,0,71358,70285,28867,29766,26522,27584,3280,1480,1360,960,1500,1000
294,80000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,150,0,0,0,30000,150,657
295,200000,2,1,2,29,-2,-2,-2,-2,-2,-2,8695,14323,44326,9353,11156,17725,14329,44452,9355,11156,17725,9289
296,310000,2,1,1,47,0,0,2,0,0,0,131559,135970,121016,111214,101957,92805,17839,0,5000,4000,4000,3000
297,100000,2,1,2,29,1,2,2,2,2,2,63542,66567,67564,67443,65106,70258,5000,3200,2500,0,6918,3520
298,100000,2,2,1,42,0,0,0,0,0,0,8166,8783,9417,10002,9804,9626,1140,1164,1139,331,350,500
299,100000,2,2,2,30,0,0,0,0,0,0,96636,95169,97303,99339,77082,77677,3402,3663,3788,2695,2772,2903
300,500000,1,1,1,45,-2,-2,-2,-2,-2,-2,186610,130751,43890,38759,46834,28408,261524,43919,38787,46834,28408,63001
301,180000,2,1,2,32,0,0,0,0,0,-1,17332,14579,17814,8260,9090,4441,4579,5000,2000,4110,4441,3549
302,240000,1,2,1,38,2,-1,-1,0,0,-1,6848,836,2508,1672,836,563,836,2508,0,0,563,1090
303,20000,1,2,1,42,0,0,0,0,0,0,14124,15132,16483,18391,18783,19176,1249,1600,2500,1000,696,862
304,390000,1,1,1,35,0,0,0,0,0,0,24297,28804,43996,47532,49414,51380,5000,20000,5006,5006,5008,3004
305,140000,2,1,2,30,1,2,0,0,0,0,149389,145757,144229,144470,144386,120586,0,5350,5555,5836,4191,4341
306,180000,1,1,2,38,1,-2,-2,-2,-2,-2,3999,2183,5828,0,2165,645,2183,5828,0,2165,645,4390
307,200000,2,1,2,32,0,0,0,0,0,0,47517,8219,9000,10000,11340,0,1219,1000,1000,1340,0,0
308,160000,2,2,1,42,0,0,0,0,0,0,165686,169969,170142,119529,122059,111378,8450,5289,4022,4195,3986,3958
309,140000,2,2,2,33,0,0,0,0,0,2,59097,59655,60992,62253,69594,68262,2137,2300,2278,9300,0,3000
310,30000,2,2,1,50,2,2,2,2,3,2,21993,22634,23057,24506,24711,24178,1300,1082,2131,900,0,2200
311,80000,2,2,1,42,0,0,-1,-1,0,0,43024,9821,600,53900,55000,65000,5098,600,53900,1100,10000,0
312,90000,2,1,2,27,-1,-1,-1,0,0,-2,700,2122,1897,1190,0,0,2122,1897,0,0,0,0
313,50000,1,2,2,27,2,2,0,0,0,0,23901,13262,8643,7382,1975,50514,4146,1200,0,0,49800,0
314,30000,1,2,2,35,1,3,3,2,0,0,25601,26886,26185,25470,25751,27179,2000,0,0,1000,2000,1000
315,450000,2,1,1,36,-2,-2,-2,-2,-2,-2,3961,2483,74,-73,14590,-70,2495,100,0,14663,0,14121
316,280000,2,1,2,26,0,0,0,0,0,0,189748,192338,195598,188878,186790,180240,6300,5700,5620,5000,5014,5135
317,80000,2,3,1,25,-2,-2,-1,-1,-2,-2,3377,3377,3476,3377,3377,5062,3377,3476,3377,3377,5062,3387
318,30000,2,2,1,45,0,0,0,0,0,0,17166,18578,20260,20626,21142,21790,2000,2000,1000,1000,1000,1500
319,60000,1,1,2,28,0,-1,0,0,-1,2,2295,5293,13421,9900,310,160,6000,10000,900,310,0,3400
320,160000,2,3,1,36,-2,-2,-2,-2,-2,-2,170,1062,0,0,0,0,1062,0,0,0,0,0
321,130000,2,1,2,27,-1,0,0,0,0,0,19486,52960,26491,19038,22297,25986,35000,10048,8000,5000,6000,8000
322,150000,2,3,2,27,0,0,2,0,0,0,3081,7997,8710,9559,10401,11069,5000,1000,1000,1000,1000,1398
323,30000,1,2,2,23,1,2,0,0,0,-1,29772,28707,29235,14040,500,22292,0,1600,1000,0,22292,1000
324,210000,2,2,2,41,0,0,0,0,0,0,227271,211597,99865,77754,49529,30683,9000,4000,3018,2000,3000,3000
325,50000,2,2,1,39,1,-2,-2,-1,-1,-1,0,0,0,2219,390,390,0,0,2219,390,390,390
326,80000,1,1,2,26,1,1,-2,-2,-2,-2,74384,0,0,0,0,0,5000,0,0,0,0,0
327,80000,2,2,2,33,0,0,0,0,0,0,69937,69798,69200,44651,45185,45674,3032,5000,2000,2000,2000,2000
328,30000,1,2,2,27,0,0,0,0,0,0,10410,11431,12439,12530,12790,12891,1495,1503,594,610,462,478
329,500000,1,1,1,51,-1,-1,-1,-1,-1,0,8030,13156,12724,12873,24010,27089,13156,12724,12873,24010,15000,20000
330,80000,2,1,1,30,0,0,0,0,0,2,65622,67265,67382,51958,55196,54235,3300,2100,2000,4000,0,3000
331,150000,2,2,2,37,0,0,0,0,0,0,152349,152359,150257,79162,79617,79670,7000,7000,5000,3000,4000,3500
332,30000,2,2,2,27,2,-1,0,0,-1,-1,1473,2998,2946,1473,1473,28058,2998,1473,0,1473,28058,1100
333,230000,2,3,1,45,-1,-1,-2,-1,0,-1,1633,8410,5722,10371,9998,1328,8435,5955,10371,0,1332,0
334,200000,1,1,2,31,0,0,0,0,0,0,151819,154914,157776,160520,163878,167872,6000,5769,5411,5603,6367,4500
335,40000,2,2,2,26,2,2,2,2,2,2,5678,9900,9592,10433,10521,10203,4500,0,1000,400,0,2200
336,260000,2,1,2,28,0,0,0,0,0,0,187068,193245,204730,246985,240543,227725,10360,60000,100008,10000,11700,5000
337,140000,2,2,2,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000
338,140000,2,2,2,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0,0,0
339,50000,2,3,2,28,0,0,0,0,0,0,51422,50525,49691,49308,30284,30554,2100,2500,28400,1100,2000,1500
340,10000,1,2,2,29,2,2,0,0,2,2,5948,5716,7132,8477,8292,9861,0,1500,1500,0,1604,212
341,350000,1,2,1,36,0,0,-1,0,-1,-1,32596,16666,32597,16666,16666,32809,1000,32597,1000,16666,32809,526
342,150000,2,2,1,44,0,0,0,0,0,0,49716,50198,50543,50774,51074,50425,2000,1845,1772,1768,1808,1764
343,180000,2,2,1,41,0,0,0,0,0,0,139184,141752,122164,111328,113890,116823,6411,6000,5000,4500,5000,4200
344,50000,1,2,2,28,0,0,0,0,0,0,16889,17868,18028,38126,18690,19082,1271,1711,20809,668,692,740
345,30000,2,2,2,25,0,0,0,0,0,0,19309,20009,21034,22050,22490,22961,1325,1350,1366,806,834,836
346,240000,2,2,1,44,-2,-1,-1,2,2,3,16925,1411,1696,1437,2714,2202,1411,1200,0,1479,0,0
347,230000,1,3,1,55,0,0,0,0,0,0,214423,214585,170063,176893,183699,188700,10000,10000,10000,10000,10000,9000
348,500000,1,1,1,69,-1,-1,-1,-1,-1,-1,1200,5652,271,1234,1015,3579,5652,271,1234,1015,3579,2053
349,80000,1,3,2,44,1,2,0,0,0,2,58606,57076,58358,58992,62696,64148,0,2800,2200,4700,2600,0
350,400000,2,2,1,30,0,0,0,0,0,0,68835,60549,63047,65508,66954,68411,2600,3000,3000,2000,2002,3020
351,240000,2,2,2,27,0,-1,0,-1,0,-1,30589,2225,3708,20694,19771,38603,2239,3700,20739,10003,40115,8756
352,80000,1,2,2,24,0,0,0,0,0,2,26170,25215,26189,26801,28593,26020,1414,1388,1000,2180,0,929
353,300000,2,1,2,45,0,0,0,0,0,0,122838,124057,125120,133997,118000,131067,10039,10048,20172,11034,20109,30428
354,60000,1,2,2,22,0,0,0,0,0,0,59575,51991,35435,19262,19285,19565,2051,1653,680,700,700,693
355,20000,2,3,2,28,-1,2,2,2,-1,-1,5741,5155,5754,5150,858,0,0,2294,0,1056,0,935
356,200000,2,2,2,26,-2,-2,-2,-2,-2,-2,58147,1468,2321,327194,6680,3963,1468,2321,163597,6680,3963,2514
357,20000,2,1,2,25,0,0,0,0,0,2,14603,15661,16394,16723,18056,17618,1600,1300,600,1600,0,800
358,280000,2,1,1,29,0,0,0,0,0,0,58308,61024,62665,63730,57916,59122,4000,3000,2315,2103,2500,2000
359,80000,1,2,1,35,-1,-1,-1,-1,-1,0,1692,2694,1130,397,42857,41864,2702,1246,397,42860,7,118
360,500000,2,2,1,31,0,0,0,0,0,0,21008,17863,15219,14044,14191,13650,1500,2000,1100,505,700,2000
361,20000,1,2,2,39,0,0,0,0,0,0,13231,14306,15370,16411,16839,17267,1300,1300,1300,700,700,700
362,140000,2,1,2,28,-1,-1,-1,-1,-1,0,31,1272,1446,2880,1914,968,2000,1500,3000,1914,0,3287
363,260000,2,3,3,55,0,0,0,0,0,0,185441,190942,194161,197287,172561,165409,10000,8000,7150,7057,7396,4060
364,610000,2,1,2,36,-2,-2,-2,-2,-2,-2,874,-256,-255,-538,107592,168966,0,1,0,108130,30695,179
365,100000,2,1,1,42,2,2,0,0,0,0,99184,99340,64054,59014,55249,47645,3000,3039,3315,3000,3000,3000
366,300000,2,2,1,56,0,0,0,0,0,0,129234,127932,124793,123572,116832,115064,10060,10864,10078,10512,10020,10157
367,50000,2,5,1,28,0,0,0,0,0,-2,9014,9608,12025,16025,0,0,3000,3000,4000,0,0,0
368,140000,2,2,2,29,0,0,0,2,0,0,62023,61729,67891,65861,64848,64936,3000,8600,6,2500,2500,2500
369,20000,1,3,2,47,-1,0,0,-2,-2,-1,3897,4774,-10,-10,-10,3990,1004,0,0,0,4000,2000
370,120000,1,3,1,38,0,0,0,0,0,0,40538,41870,58882,59862,51172,52533,1988,18000,1857,1723,2075,1500
371,70000,2,1,2,23,0,0,0,0,0,0,7668,8878,10077,11203,11320,11487,1500,1500,1600,600,500,600
372,500000,2,5,1,32,0,0,0,0,-1,-1,139255,52757,24273,9508,23294,2235,2040,1292,9555,23310,2244,2156
373,360000,2,3,1,38,1,2,2,0,0,0,29773,24395,22285,21359,21581,16065,2000,0,687,3864,1065,11500
374,90000,2,2,2,23,0,0,0,0,0,0,80551,11066,2408,57167,57700,58817,2028,1007,57113,2092,2400,1800
375,170000,2,1,2,29,0,0,0,0,0,0,24717,26659,28592,29364,29096,29353,3000,3000,2000,1000,977,5000
376,160000,2,1,2,27,0,0,0,0,0,0,96441,98353,99864,101900,103924,106101,4406,4000,3699,3719,3851,3880
377,180000,2,1,2,28,0,0,0,0,0,0,51085,48531,55352,63055,75046,65184,5014,10000,10000,15057,10010,10036
378,60000,2,1,2,25,0,0,0,0,0,0,59228,59961,59824,47655,27298,28303,2300,3572,2169,6000,4000,4000
379,360000,2,2,2,36,-2,-2,-2,-1,-1,-2,-149,-149,-4,585,139,0,0,145,744,139,0,0
380,30000,2,2,2,22,0,0,0,0,0,0,28681,27862,27365,28038,28607,29234,1850,1700,1300,800,860,883
381,130000,2,3,1,43,0,0,0,0,0,2,74020,71527,66370,43882,41063,29215,5000,3000,2500,4100,0,5000
382,150000,2,2,1,49,-1,-1,-1,-1,-1,-1,575,25622,4992,1578,1216,4475,25622,4992,1578,1216,4475,15964
383,90000,1,2,1,30,1,2,0,0,0,2,45271,44247,45287,46332,49715,48788,0,2055,2100,4476,0,3800
384,50000,2,1,2,22,1,2,0,0,0,0,4112,3900,7737,3406,1470,1500,0,4019,2500,0,30,0
385,160000,2,1,2,35,-1,-1,-1,-1,-1,-2,3027,1116,2179,5468,80,1314,1116,2183,5468,80,1314,0
386,80000,2,3,1,33,0,0,0,0,0,0,78428,76513,74383,48315,48831,48950,3373,7248,2980,2000,1903,1851
387,290000,2,1,1,30,0,0,0,0,0,0,216328,218435,218783,158215,69234,71560,8000,8600,6700,2600,3500,0
388,130000,1,1,1,40,0,0,0,0,0,-2,25375,26128,25327,25775,0,0,1500,1852,1300,0,0,0
389,130000,2,1,2,33,2,2,0,0,0,0,73250,71473,73892,74400,62134,63430,0,3572,2645,1813,1878,2210
390,20000,2,2,1,49,0,0,-1,-1,0,0,13882,13342,808,18910,19306,19809,2018,404,19000,677,800,601
391,100000,2,2,2,32,0,0,0,0,0,0,54933,56151,56677,58237,59643,63275,2700,2055,2500,2500,4800,2500
392,70000,1,1,2,27,0,0,0,0,0,2,39449,39742,40618,28782,30281,29175,2100,2000,1200,2590,0,1000
393,50000,2,2,2,28,0,0,0,0,0,0,48010,40668,30361,22266,18469,21551,5000,2000,5000,6560,10000,13694
394,20000,1,2,2,23,0,0,2,0,0,0,18804,17855,17199,17548,17992,31150,2150,1000,504,600,4000,4000
395,10000,1,2,2,44,1,2,2,0,0,0,6898,7642,5381,3791,3791,0,1019,0,0,0,0,0
396,190000,1,1,1,31,0,0,0,0,0,0,158416,124910,95406,95313,48731,87197,6004,5148,5313,3000,40000,0
397,230000,1,1,2,34,-1,-1,-1,-1,-1,-1,476,476,476,476,476,4145,476,476,476,476,4145,476
398,50000,2,3,1,47,0,0,2,2,2,2,25347,29766,26283,28198,23159,23089,4881,0,4087,0,1798,0
399,280000,2,1,1,42,-2,-2,-2,-2,-2,-2,6425,3746,3863,5740,0,1170,3746,3863,5740,0,1170,4198
400,220000,1,1,1,45,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,12001,5874,416,416,416,416
401,70000,2,1,2,24,1,2,2,2,2,2,15932,16879,16315,17099,16683,18753,1500,0,1355,0,2353,0
402,200000,2,1,2,35,-2,-1,-1,-1,-1,-1,0,185,1916,0,150,1348,185,1916,0,150,1348,1000
403,100000,2,1,1,38,0,0,0,0,0,0,66762,68566,65132,48738,51020,51948,5000,2436,3000,3000,2000,3000
404,10000,2,1,1,27,0,-1,-1,0,0,-1,6031,836,2032,2150,1490,390,836,2032,1000,1000,390,1632
405,60000,2,1,2,24,0,0,0,0,0,0,60381,39798,38344,37311,37428,38187,1639,1590,1500,1354,1377,1514
406,270000,2,2,2,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
407,120000,2,3,1,41,0,0,0,0,0,0,108264,109427,111238,113465,114759,117165,3906,4040,4079,4093,4240,4766
408,190000,2,2,1,48,2,2,2,2,0,0,90128,92367,94227,91943,93546,95759,4500,4100,0,3500,3600,3500
409,30000,2,2,2,52,0,0,0,0,2,0,19629,20639,22302,23208,21822,16624,1340,2000,1800,0,641,463
410,200000,1,2,2,26,1,2,2,2,2,2,58050,2500,2500,2500,2500,2500,0,0,0,0,0,0
411,180000,1,1,2,31,-2,-2,-2,-2,-2,-2,3580,0,0,0,7108,1300,0,0,0,7108,1300,0
412,450000,1,2,1,55,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0
413,50000,1,3,1,34,0,0,0,0,0,0,6808,6198,22456,19776,9433,7487,1318,19776,1096,572,645,0
414,30000,1,1,2,36,0,0,0,0,2,2,27748,24640,51026,27400,26823,28621,1500,1500,4200,0,2252,0
415,10000,2,3,3,52,2,0,0,2,0,0,9970,9625,9622,7773,5968,5380,2001,1801,0,700,1300,3200
416,90000,2,2,1,54,-1,-1,-1,-1,-1,-1,692,392,332,14579,2091,506,394,332,14579,2091,506,417
417,180000,1,2,1,49,-2,-2,-2,-2,-2,-2,0,0,0,0,45,0,0,0,0,45,0,2380
418,50000,2,2,1,38,-1,-1,-1,-1,-1,-1,1121,-13,2254,1338,0,757,0,2267,1338,0,757,0
419,50000,2,2,2,23,0,0,0,0,2,0,30501,33113,33967,28115,27529,29896,3113,1421,4295,0,3000,896
420,170000,2,5,2,24,-2,-2,-1,-1,0,0,85663,-37,1740,97961,66257,12106,0,1777,114593,5823,439,497
421,100000,1,1,1,49,0,0,0,2,2,2,63977,64854,69258,67546,71938,73605,2500,6100,0,5500,3000,0
422,130000,2,1,2,30,3,2,2,0,0,0,8830,9533,10220,10353,10636,10711,1000,1000,600,600,400,600
423,50000,2,2,1,50,0,0,0,0,0,0,48926,45156,27762,19238,15585,15892,2036,1243,3991,712,715,582
424,210000,2,2,1,27,2,2,2,0,0,0,170646,174134,167095,161573,122362,116243,7800,16,6800,3800,5134,4000
425,10000,1,2,1,36,0,0,0,0,0,0,8593,9582,8986,9691,9889,10131,1300,1200,1000,1000,569,200
426,130000,2,2,1,28,0,0,0,0,0,0,123943,126857,127706,121939,81506,83234,6500,6600,6000,3100,3200,3300
427,500000,1,2,1,40,-1,-1,0,0,0,-1,1010,4682,8570,12072,9832,984,4682,5000,5000,5000,1000,600
428,10000,2,3,1,47,0,0,0,0,0,0,2855,3871,4883,5053,5275,0,1069,1081,251,375,0,0
429,50000,1,1,2,38,0,0,0,0,0,0,27148,27619,20997,21018,20556,20302,1655,1323,734,1058,406,0
430,10000,1,3,2,36,0,0,0,0,2,0,6470,7404,8415,9075,8785,8959,1200,1440,800,0,320,900
431,130000,2,2,1,30,0,0,0,0,0,-1,106796,108673,104535,105349,105254,120756,4000,4000,6500,5400,124582,10000
432,170000,2,2,2,46,0,0,0,0,0,0,162110,156444,151504,151377,148530,149628,6000,6000,7000,6000,7000,6000
433,20000,1,2,2,21,0,0,0,-1,0,0,23675,20297,17054,2333,1300,0,1800,1240,2333,0,0,0
434,20000,1,1,2,22,0,0,0,0,0,0,18093,18543,18911,19000,19397,19941,1300,1611,700,704,867,597
435,200000,2,1,2,30,0,0,0,0,0,0,78866,74961,69702,63210,57098,46455,20000,2513,1656,5000,20000,15000
436,500000,2,1,2,28,0,0,0,0,0,0,5392,6038,6972,7037,7603,10602,1502,1502,502,1003,10024,40060
437,150000,2,2,2,23,0,0,0,0,0,0,115206,111447,103317,96140,87455,87601,6000,3306,3412,3500,3500,3300
438,200000,2,1,2,28,-1,-1,-1,-1,-1,-1,6023,3621,2659,1708,1629,13037,3632,2659,1708,1629,13037,450
439,180000,2,2,1,40,-1,-1,-1,-1,-1,-2,899,2879,8750,9931,0,7760,2879,8750,9931,0,7760,3450
440,150000,2,2,2,36,0,0,0,0,0,0,134797,138269,144163,146171,136004,138903,5600,8000,5775,5000,5200,3320
441,150000,2,2,1,29,2,2,2,2,2,2,99986,103662,103978,105272,106437,109108,6800,3500,4500,3000,4600,2500
442,120000,1,1,1,44,1,2,2,2,2,2,75294,76465,74675,79629,77748,82497,3000,0,6200,0,6000,0
443,70000,2,2,1,27,2,2,2,2,2,0,31455,34623,34757,35888,35180,35941,4000,1000,2000,0,1500,3000
444,360000,2,1,1,27,1,-2,-1,-1,0,0,0,0,9000,3002,3063,3063,0,9000,3002,61,0,0
445,80000,2,2,1,38,0,0,0,0,0,0,72704,70907,59223,40128,41152,41527,3133,2132,1650,2000,1503,1505
446,40000,2,2,2,25,0,0,0,0,0,0,26133,26896,27961,28995,29612,30434,1500,1500,1500,1100,1300,1200
447,400000,2,3,1,40,-1,-1,0,-1,-1,-2,27035,28119,31166,35238,1408,4869,28204,33716,37400,1408,4869,5539
448,400000,2,1,2,29,-1,-1,-1,-1,-1,-1,3807,3168,372,20031,916,30979,3168,372,20231,916,30979,1984
449,170000,2,2,1,45,-1,-1,0,0,0,0,12847,9807,8101,6208,10460,11143,9807,5000,3749,6711,4432,0
450,50000,2,3,2,22,-2,-2,-2,-2,-2,-2,2498,-2,1697,0,0,5000,0,1699,0,0,5000,0
451,110000,1,2,2,26,0,-1,-1,2,0,0,60808,196,3290,3089,3601,3396,196,3290,0,563,296,200
452,210000,1,3,1,33,0,0,0,0,0,0,44249,45146,30089,30400,24236,22002,8130,3027,10018,6,66,4008
453,300000,2,2,1,27,-2,-2,-2,-2,-2,-2,2200,1378,1109,0,474,337,1378,1422,0,474,337,1394
454,110000,1,2,1,30,0,0,0,-1,2,2,35283,26000,9000,63853,59308,60576,1500,1500,63853,1500,2062,0
455,210000,1,2,2,32,0,0,2,0,0,0,155913,165227,161427,164860,187329,186079,13000,0,5666,24886,6282,6494
456,110000,2,1,1,42,0,0,0,0,0,0,47021,48235,49455,51132,52183,53192,2000,2000,2500,2500,2000,3000
